Datum,SPD,CDU,GRÜNE,AfD,FDP,FW,Sonstige,LINKE
2026-08-25,18.76,28.03,11.12,24.06,2.97,2.91,7.01,5
2026-08-24,18.87,28.04,11.08,24.01,2.98,2.94,6.99,5
2026-08-23,18.98,28.04,11.04,23.96,2.99,2.97,6.98,5
2026-08-22,19.1,28.04,11,23.92,3,3,6.97,5
2026-08-21,19.21,28.04,10.97,23.87,3.01,3.03,6.96,5
2026-08-20,19.32,28.05,10.93,23.82,3.03,3.06,6.94,5
2026-05-03,26.7,28.39,8.81,19.9,NA,4.76,6.43,5
2026-05-02,26.72,28.4,8.81,19.87,NA,4.76,6.43,5
2026-05-01,26.74,28.4,8.81,19.84,NA,4.76,6.44,5
2026-04-30,26.77,28.4,8.8,19.82,NA,4.76,6.44,5
2026-04-29,26.79,28.41,8.8,19.79,NA,4.77,6.44,5
2026-04-28,26.81,28.41,8.8,19.77,NA,4.77,6.44,5
2026-04-27,26.83,28.42,8.8,19.74,NA,4.77,6.45,5
2026-04-26,26.85,28.42,8.8,19.72,NA,4.77,6.45,5
2026-04-25,26.87,28.42,8.8,19.69,NA,4.77,6.45,5
2026-04-24,26.89,28.43,8.8,19.67,NA,4.78,6.46,5
2026-04-23,26.91,28.43,8.8,19.64,NA,4.78,6.46,5
2026-04-22,26.93,28.44,8.81,19.61,NA,4.78,6.47,5
2026-04-21,26.94,28.44,8.81,19.59,NA,4.78,6.47,5
2026-04-20,26.96,28.44,8.81,19.56,NA,4.78,6.47,5
2026-04-19,26.98,28.45,8.81,19.54,NA,4.78,6.48,5
2026-04-18,26.99,28.45,8.82,19.51,NA,4.78,6.48,5
2026-04-17,27,28.46,8.82,19.49,NA,4.78,6.49,5
2026-04-16,27.02,28.46,8.82,19.47,NA,4.77,6.49,5
2026-04-15,27.03,28.46,8.83,19.44,NA,4.77,6.49,5
2026-04-14,27.04,28.47,8.83,19.42,NA,4.77,6.5,5
2026-04-13,27.05,28.47,8.83,19.4,NA,4.77,6.5,5
2026-04-12,27.06,28.48,8.84,19.37,NA,4.77,6.51,5
2026-04-11,27.06,28.48,8.84,19.35,NA,4.77,6.52,5
2026-04-10,27.07,28.48,8.85,19.33,NA,4.77,6.52,5
2026-04-09,27.07,28.48,8.86,19.31,NA,4.76,6.53,5
2026-04-08,27.07,28.48,8.86,19.29,NA,4.76,6.54,5
2026-04-07,27.07,28.49,8.87,19.27,NA,4.76,6.55,5
2026-04-06,27.07,28.49,8.88,19.25,NA,4.75,6.55,5
2026-04-05,27.07,28.49,8.89,19.23,NA,4.75,6.56,5
2026-04-04,27.07,28.49,8.89,19.21,NA,4.75,6.57,5
2026-04-03,27.07,28.49,8.9,19.19,NA,4.74,6.58,5
2026-04-02,27.06,28.49,8.91,19.18,NA,4.74,6.59,5
2026-04-01,27.06,28.49,8.92,19.16,NA,4.73,6.6,5
2026-03-31,27.05,28.49,8.93,19.14,NA,4.73,6.61,5
2026-03-30,27.04,28.49,8.94,19.12,NA,4.72,6.62,5
2026-03-29,27.04,28.49,8.95,19.1,NA,4.72,6.63,5
2026-03-28,27.03,28.5,8.96,19.08,NA,4.71,6.64,5
2026-03-27,27.02,28.5,8.98,19.06,NA,4.7,6.65,4.99
2026-03-26,27.01,28.51,8.99,19.04,NA,4.69,6.66,4.99
2026-03-25,27,28.51,9.01,19.01,NA,4.68,6.66,4.99
2026-03-24,26.99,28.52,9.03,18.99,NA,4.67,6.67,4.99
2026-03-23,26.98,28.53,9.05,18.96,NA,4.66,6.68,4.99
2026-03-22,26.97,28.53,9.07,18.93,NA,4.65,6.69,4.98
2026-03-21,26.95,28.54,9.09,18.91,NA,4.64,6.69,4.97
2026-03-20,26.94,28.55,9.11,18.88,NA,4.63,6.7,4.96
2026-03-19,26.93,28.56,9.13,18.86,NA,4.61,6.71,4.95
2026-03-18,26.92,28.56,9.14,18.84,NA,4.6,6.72,4.94
2026-03-17,26.9,28.57,9.16,18.82,NA,4.59,6.73,4.94
2026-03-16,26.89,28.57,9.17,18.8,NA,4.59,6.74,4.94
2026-03-15,26.88,28.58,9.19,18.78,NA,4.58,6.75,4.95
2026-03-14,26.86,28.58,9.2,18.76,NA,4.57,6.75,4.97
2026-03-13,26.85,28.58,9.21,18.74,NA,4.56,6.76,4.98
2026-03-12,26.84,28.59,9.23,18.73,NA,4.55,6.77,5
2026-03-11,26.82,28.59,9.24,18.71,NA,4.54,6.78,5.02
2026-03-10,26.81,28.6,9.26,18.69,NA,4.53,6.79,5.04
2026-03-09,26.79,28.6,9.28,18.67,NA,4.52,6.8,5.07
2026-03-08,26.77,28.61,9.29,18.65,NA,4.51,6.81,5.09
2026-03-07,26.76,28.62,9.31,18.63,NA,4.5,6.82,5.12
2026-03-06,26.74,28.62,9.32,18.62,NA,4.49,6.83,5.15
2026-03-05,26.72,28.63,9.34,18.6,NA,4.48,6.83,5.18
2026-03-04,26.71,28.63,9.35,18.58,NA,4.47,6.84,5.21
2026-03-03,26.69,28.64,9.37,18.57,NA,4.47,6.85,5.24
2026-03-02,26.67,28.64,9.38,18.55,NA,4.46,6.86,5.28
2026-03-01,26.65,28.65,9.39,18.54,NA,4.45,6.87,5.32
2026-02-28,26.63,28.65,9.41,18.52,NA,4.44,6.88,5.38
2026-02-27,26.61,28.66,9.43,18.5,NA,4.43,6.89,5.43
2026-02-26,26.59,28.66,9.44,18.49,NA,4.42,6.9,5.49
2026-02-25,26.57,28.67,9.46,18.47,NA,4.41,6.91,5.54
2026-02-24,26.55,28.68,9.48,18.45,NA,4.39,6.92,5.58
2026-02-23,26.53,28.68,9.49,18.44,NA,4.38,6.93,5.61
2026-02-22,26.51,28.69,9.51,18.42,NA,4.37,6.94,5.65
2026-02-21,26.49,28.7,9.53,18.41,NA,4.36,6.95,5.69
2026-02-20,26.47,28.7,9.54,18.39,NA,4.35,6.95,5.73
2026-02-19,26.44,28.71,9.56,18.38,NA,4.34,6.96,5.77
2026-02-18,26.42,28.71,9.57,18.37,NA,4.33,6.97,5.81
2026-02-17,26.4,28.72,9.59,18.35,NA,4.32,6.98,5.84
2026-02-16,26.38,28.72,9.6,18.34,NA,4.31,6.99,5.86
2026-02-15,26.35,28.73,9.62,18.33,NA,4.3,7,5.89
2026-02-14,26.33,28.74,9.64,18.31,NA,4.29,7.01,5.91
2026-02-13,26.3,28.75,9.66,18.29,NA,4.27,7.02,5.93
2026-02-12,26.27,28.76,9.68,18.28,NA,4.26,7.03,5.95
2026-02-11,26.25,28.77,9.7,18.26,NA,4.24,7.04,5.97
2026-02-10,26.22,28.77,9.72,18.24,NA,4.23,7.05,5.99
2026-02-09,26.19,28.78,9.75,18.22,NA,4.22,7.06,6
2026-02-08,26.16,28.79,9.77,18.21,NA,4.2,7.06,6.02
2026-02-07,26.13,28.8,9.79,18.19,NA,4.19,7.07,6.03
2026-02-06,26.1,28.81,9.8,18.18,NA,4.18,7.08,6.04
2026-02-05,26.08,28.82,9.82,18.17,NA,4.16,7.09,6.04
2026-02-04,26.05,28.82,9.84,18.16,NA,4.15,7.1,6.05
2026-02-03,26.02,28.83,9.85,18.15,NA,4.14,7.11,6.05
2026-02-02,25.99,28.83,9.86,18.15,NA,4.13,7.13,6.05
2026-02-01,25.96,28.84,9.87,18.14,NA,4.12,7.14,6.05
2026-01-31,25.93,28.84,9.89,18.14,NA,4.12,7.15,6.05
2026-01-30,25.9,28.85,9.9,18.13,NA,4.11,7.17,6.05
2026-01-29,25.87,28.86,9.91,18.13,NA,4.1,7.18,6.04
2026-01-28,25.83,28.86,9.92,18.13,NA,4.09,7.2,6.03
2026-01-27,25.8,28.87,9.93,18.12,NA,4.08,7.22,6.02
2026-01-26,25.77,28.88,9.94,18.12,NA,4.08,7.24,6.01
2026-01-25,25.73,28.88,9.95,18.12,NA,4.07,7.26,6
2026-01-24,25.7,28.89,9.96,18.12,NA,4.06,7.28,6
2026-01-23,25.66,28.89,9.97,18.12,NA,4.05,7.3,5.99
2026-01-22,25.62,28.9,9.98,18.12,NA,4.05,7.32,5.98
2025-11-23,23.28,28.84,9.99,19.21,NA,3.79,8.08,6
2025-11-22,23.25,28.82,9.98,19.25,NA,3.79,8.05,6
2025-11-21,23.22,28.8,9.96,19.32,NA,3.78,8.01,6
2025-11-20,23.18,28.76,9.94,19.39,NA,3.77,7.97,6
2025-11-19,23.15,28.72,9.91,19.47,NA,3.76,7.93,6
2025-11-18,23.11,28.68,9.88,19.56,4.06,3.76,7.88,6
2025-11-17,23.07,28.64,9.85,19.65,4.05,3.75,7.82,6
2025-11-16,23.04,28.6,9.82,19.74,4.05,3.74,7.77,6
2025-11-15,23,28.55,9.79,19.83,4.05,3.73,7.72,6
2025-11-14,22.97,28.51,9.77,19.92,4.05,3.73,7.67,6
2025-11-13,22.93,28.48,9.74,19.99,4.05,3.72,7.62,6
2025-11-12,22.9,28.45,9.72,20.06,4.04,3.71,7.58,6
2025-11-11,22.88,28.43,9.71,20.11,4.04,3.71,7.55,6
2025-11-10,22.85,28.41,9.7,20.14,4.04,3.7,7.52,6
2025-11-09,22.83,28.4,9.69,20.17,4.04,3.7,7.5,6
2025-11-08,22.81,28.39,9.69,20.2,4.03,3.69,7.47,6
2025-11-07,22.79,28.37,9.68,20.23,4.03,3.68,7.44,6
2025-11-06,22.77,28.36,9.67,20.26,4.03,3.68,7.41,6
2025-11-05,22.75,28.34,9.67,20.3,4.03,3.67,7.38,6
2025-11-04,22.72,28.33,9.66,20.34,4.02,3.66,7.34,6
2025-11-03,22.7,28.31,9.65,20.37,4.02,3.65,7.31,6
2025-11-02,22.68,28.29,9.64,20.41,4.02,3.65,7.28,6
2025-11-01,22.66,28.28,9.63,20.44,4.02,3.64,7.25,6
2025-10-31,22.64,28.27,9.63,20.47,4.01,3.64,7.22,6
2025-10-30,22.62,28.26,9.62,20.49,4.01,3.63,7.19,6
2025-10-29,22.6,28.25,9.62,20.51,4,3.63,7.17,6
2025-10-28,22.59,28.24,9.62,20.53,4,3.62,7.15,6
2025-10-27,22.57,28.24,9.62,20.54,4,3.62,7.14,6
2025-10-26,22.55,28.24,9.62,20.54,3.99,3.62,7.13,6
2025-10-25,22.54,28.24,9.62,20.55,3.99,3.62,7.12,6
2025-10-24,22.52,28.24,9.62,20.56,3.98,3.61,7.1,6
2025-10-23,22.51,28.23,9.62,20.57,3.98,3.61,7.09,6
2025-10-22,22.49,28.23,9.62,20.58,3.98,3.61,7.07,6
2025-10-21,22.48,28.23,9.62,20.59,3.97,3.6,7.05,6
2025-10-20,22.46,28.22,9.62,20.6,3.97,3.6,7.03,6
2025-10-19,22.45,28.22,9.62,20.61,3.96,3.6,7.02,6
2025-10-18,22.44,28.22,9.63,20.62,3.96,3.59,7,6
2025-10-17,22.42,28.22,9.63,20.62,3.95,3.59,6.98,6
2025-10-16,22.41,28.22,9.63,20.63,3.95,3.59,6.97,6
2025-10-15,22.4,28.22,9.63,20.63,3.94,3.58,6.96,6
2025-10-14,22.38,28.22,9.63,20.63,3.94,3.58,6.94,6
2025-10-13,22.37,28.22,9.64,20.63,3.93,3.58,6.93,5.99
2025-10-12,22.36,28.22,9.64,20.63,3.92,3.58,6.92,5.99
2025-10-11,22.36,28.23,9.65,20.62,3.92,3.58,6.92,5.99
2025-10-10,22.35,28.23,9.65,20.62,3.91,3.58,6.91,5.99
2025-10-09,22.34,28.24,9.66,20.61,3.91,3.58,6.9,5.98
2025-10-08,22.34,28.25,9.67,20.59,3.9,3.58,6.89,5.98
2025-10-07,22.33,28.26,9.68,20.58,3.9,3.58,6.89,5.97
2025-10-06,22.33,28.27,9.69,20.56,3.89,3.59,6.88,5.97
2025-10-05,22.33,28.28,9.7,20.54,3.88,3.59,6.88,5.97
2025-10-04,22.33,28.3,9.72,20.52,3.88,3.59,6.88,5.97
2025-07-20,23.25,30.11,11.17,17.09,3.23,4.1,7.2,5.34
2025-07-19,23.24,30.11,11.17,17.08,3.22,4.1,7.19,5.29
2025-07-18,23.24,30.11,11.16,17.06,3.21,4.09,7.18,5.25
2025-07-17,23.23,30.11,11.16,17.05,3.2,4.09,7.18,5.2
2025-07-16,23.22,30.11,11.15,17.04,3.19,4.09,7.17,5.15
2025-07-15,23.2,30.1,11.14,17.04,3.18,4.08,7.16,5.1
2025-07-14,23.19,30.1,11.13,17.04,3.16,4.08,7.15,5.06
2025-07-13,23.17,30.09,11.12,17.04,3.15,4.07,7.13,5.02
2025-07-12,23.15,30.07,11.11,17.04,3.14,4.06,7.12,4.98
2025-07-11,23.13,30.06,11.09,17.04,3.13,4.05,7.1,4.95
2025-07-10,23.11,30.05,11.07,17.05,3.12,4.04,7.08,4.92
2025-07-09,23.09,30.03,11.06,17.06,3.1,4.03,7.06,4.89
2025-07-08,23.08,30.02,11.04,17.06,3.09,4.03,7.05,4.86
2025-07-07,23.06,30.01,11.03,17.07,3.08,4.02,7.03,4.84
2025-07-06,23.04,29.99,11.01,17.07,3.06,4.01,7.01,4.82
2025-07-05,23.02,29.98,11,17.07,3.05,4,7,4.8
2025-07-04,23.01,29.97,10.99,17.07,3.04,4,6.99,4.78
2025-07-03,22.99,29.97,10.98,17.07,3.02,3.99,6.97,4.77
2025-07-02,22.98,29.96,10.96,17.08,3.01,3.98,6.96,4.76
2025-07-01,22.96,29.94,10.95,17.08,3,3.98,6.95,4.75
2025-06-30,22.94,29.93,10.94,17.08,2.99,3.97,6.93,4.75
2025-06-29,22.92,29.92,10.92,17.09,2.97,3.96,6.91,4.74
2025-06-28,22.9,29.9,10.9,17.1,2.96,3.95,6.9,4.74
2025-06-27,22.88,29.89,10.89,17.11,2.95,3.94,6.88,4.75
2025-06-26,22.86,29.87,10.87,17.12,2.93,3.93,6.86,4.76
2025-06-25,22.84,29.86,10.85,17.13,2.92,3.92,6.84,4.77
2025-06-24,22.82,29.84,10.84,17.14,2.9,3.91,6.82,4.78
2025-06-23,22.8,29.83,10.82,17.15,2.89,3.91,6.8,4.8
2025-06-22,22.78,29.81,10.8,17.15,2.87,3.9,6.78,4.81
2025-06-21,22.76,29.79,10.78,17.16,2.86,3.89,6.77,4.84
2025-06-20,22.74,29.78,10.77,17.17,2.85,3.88,6.75,4.86
2025-06-19,22.73,29.76,10.75,17.18,2.83,3.87,6.73,4.89
2025-06-18,22.7,29.75,10.73,17.2,2.82,3.86,6.71,4.92
2025-06-17,22.68,29.72,10.71,17.21,2.81,3.85,6.69,4.95
2025-06-16,22.65,29.7,10.69,17.23,2.79,3.84,6.67,4.98
2025-06-15,22.63,29.68,10.66,17.26,2.78,3.82,6.65,5.02
2025-06-14,22.6,29.65,10.63,17.28,2.77,3.81,6.63,5.06
2025-06-13,22.57,29.62,10.61,17.3,2.75,3.8,6.6,5.11
2025-06-12,22.54,29.6,10.58,17.33,2.74,3.78,6.58,5.16
2025-06-11,22.52,29.57,10.55,17.36,2.72,3.77,6.56,5.2
2025-06-10,22.49,29.54,10.53,17.38,2.71,3.76,6.53,5.25
2025-06-09,22.46,29.52,10.5,17.41,2.7,3.74,6.51,5.3
2025-06-08,22.43,29.49,10.47,17.43,2.68,3.73,6.49,5.35
2025-06-07,22.41,29.47,10.45,17.45,2.67,3.72,6.46,5.41
2025-06-06,22.38,29.44,10.43,17.47,2.65,3.71,6.44,5.48
2025-06-05,22.36,29.42,10.4,17.49,2.64,3.7,6.42,5.57
2025-05-17,21.59,28.58,9.64,18.42,2.26,3.32,5.75,8.29
2025-05-16,21.55,28.53,9.6,18.48,2.24,3.3,5.71,8.41
2025-05-15,21.51,28.49,9.56,18.53,2.23,3.28,5.67,8.52
2025-05-14,21.47,28.44,9.52,18.57,2.21,3.26,5.64,8.62
2025-05-13,21.43,28.4,9.48,18.62,2.2,3.24,5.6,8.7
2025-05-12,21.4,28.37,9.44,18.66,2.18,3.22,5.57,8.78
2025-05-11,21.36,28.33,9.41,18.7,2.17,3.2,5.53,8.83
2025-05-10,21.33,28.3,9.38,18.73,2.16,3.19,5.5,8.88
2025-05-09,21.31,28.27,9.35,18.76,2.15,3.17,5.47,8.91
2025-05-08,21.28,28.25,9.32,18.79,2.14,3.16,5.44,8.95
2025-05-07,21.26,28.22,9.3,18.81,2.13,3.15,5.41,8.98
2025-05-06,21.24,28.21,9.28,18.83,2.12,3.14,5.38,9.01
2025-05-05,21.23,28.2,9.26,18.84,2.11,3.13,5.36,9.04
2025-05-04,21.21,28.18,9.25,18.85,2.1,3.12,5.34,9.08
2025-05-03,21.2,28.17,9.23,18.86,2.09,3.11,5.31,9.12
2025-05-02,21.19,28.16,9.21,18.86,2.08,3.11,5.29,9.14
2025-05-01,21.17,28.15,9.19,18.87,2.07,3.1,5.26,9.17
2025-04-30,21.16,28.14,9.18,18.88,2.06,3.09,5.24,9.19
2025-04-29,21.14,28.12,9.16,18.89,2.05,3.08,5.21,9.21
2025-04-28,21.13,28.11,9.14,18.9,2.05,3.07,5.18,9.22
2025-04-27,21.11,28.1,9.13,18.91,2.04,3.06,5.16,9.24
2025-04-26,21.1,28.09,9.11,18.91,2.04,3.05,5.13,9.24
2025-04-25,21.09,28.09,9.1,18.92,2.03,3.05,5.11,9.25
2025-04-24,21.08,28.08,9.08,18.92,2.03,3.04,5.09,9.25
2025-04-23,21.07,28.07,9.07,18.92,2.02,3.04,5.06,9.25
2025-04-22,21.07,28.07,9.06,18.92,2.01,3.03,5.04,9.25
2025-04-21,21.06,28.07,9.05,18.92,2,3.03,5.02,9.25
2025-04-20,21.05,28.07,9.04,18.92,2,3.02,5,9.24
2025-04-19,21.04,28.06,9.02,18.92,1.99,3.01,4.97,9.23
2025-04-18,21.03,28.05,9.01,18.93,1.98,3,4.95,9.22
2025-04-17,21.02,28.04,8.99,18.93,1.98,3,4.92,9.2
2025-04-16,21.01,28.03,8.98,18.94,1.98,2.99,4.89,9.18
2025-04-15,20.99,28.02,8.96,18.94,1.98,2.98,4.87,9.16
2025-04-14,20.98,28.02,8.95,18.95,1.98,2.97,4.84,9.14
2025-04-13,20.97,28.01,8.93,18.95,1.98,2.97,4.82,9.11
2025-04-12,20.96,28,8.92,18.95,1.98,2.96,4.79,9.08
2025-04-11,20.95,28,8.91,18.95,1.98,2.95,4.77,9.05
2025-04-10,20.95,28,8.9,18.95,1.98,2.95,4.74,9.01
2025-04-09,20.95,28,8.89,18.94,1.98,2.95,4.72,8.98
2025-04-08,20.95,28.01,8.89,18.93,1.98,2.94,4.7,8.94
2025-04-07,20.95,28.02,8.89,18.91,1.99,2.94,4.68,8.89
2025-04-06,20.96,28.03,8.89,18.89,1.99,2.94,4.67,8.85
2025-04-05,20.97,28.05,8.89,18.87,1.99,2.94,4.65,8.81
2025-04-04,20.98,28.06,8.89,18.85,2,2.95,4.63,8.77
2025-04-03,20.99,28.08,8.9,18.82,2,2.95,4.61,8.73
2025-04-02,21,28.1,8.9,18.8,2.01,2.95,4.6,8.69
2025-01-26,23.42,31.22,10.58,14.99,3.68,3.75,4.1,NA
2025-01-25,23.45,31.26,10.6,14.94,3.7,3.76,4.09,NA
2025-01-24,23.48,31.29,10.62,14.9,3.72,3.78,4.09,NA
2025-01-23,23.5,31.33,10.64,14.85,3.74,3.79,4.08,NA
2025-01-22,23.53,31.36,10.66,14.81,3.75,3.8,4.08,NA
2025-01-21,23.55,31.4,10.67,14.77,3.77,3.81,4.07,NA
2025-01-20,23.58,31.43,10.69,14.73,3.79,3.82,4.07,NA
2025-01-19,23.6,31.46,10.71,14.69,3.8,3.83,4.06,NA
2025-01-18,23.63,31.5,10.73,14.64,3.82,3.83,4.06,NA
2025-01-17,23.66,31.53,10.75,14.6,3.83,3.84,4.05,NA
2025-01-16,23.69,31.57,10.77,14.55,3.84,3.85,4.05,NA
2025-01-15,23.73,31.62,10.8,14.5,3.86,3.86,4.04,NA
2025-01-14,23.76,31.66,10.82,14.46,3.87,3.87,4.04,NA
2025-01-13,23.8,31.7,10.84,14.41,3.88,3.88,4.03,NA
2025-01-12,23.83,31.74,10.87,14.36,3.89,3.89,4.03,NA
2025-01-11,23.86,31.78,10.89,14.31,3.9,3.9,4.03,NA
2025-01-10,23.89,31.82,10.91,14.27,3.92,3.91,4.02,NA
2025-01-09,23.92,31.85,10.93,14.22,3.93,3.92,4.02,NA
2025-01-08,23.94,31.89,10.95,14.18,3.94,3.93,4.01,NA
2025-01-07,23.96,31.91,10.96,14.15,3.95,3.94,4.01,NA
2025-01-06,23.97,31.93,10.97,14.11,3.96,3.95,4.01,NA
2025-01-05,23.98,31.95,10.98,14.08,3.98,3.97,4.01,NA
2025-01-04,23.99,31.97,10.99,14.05,3.99,3.98,4,NA
2025-01-03,24,31.99,11,14.02,4,3.99,4,NA
2025-01-02,24,32.01,11,13.99,4.01,4.01,4,NA
2025-01-01,24.01,32.03,11.01,13.95,4.02,4.02,3.99,NA
2024-12-31,24.02,32.05,11.02,13.92,4.04,4.03,3.99,NA
2024-12-30,24.03,32.07,11.03,13.89,4.05,4.05,3.99,NA
2024-12-29,24.04,32.09,11.04,13.85,4.06,4.06,3.99,NA
2024-12-28,24.05,32.11,11.05,13.82,4.07,4.08,3.98,NA
2024-12-27,24.05,32.12,11.05,13.79,4.09,4.09,3.98,NA
2024-12-26,24.06,32.14,11.06,13.76,4.1,4.1,3.98,NA
2024-12-25,24.06,32.16,11.07,13.73,4.11,4.12,3.98,NA
2024-12-24,24.07,32.17,11.07,13.7,4.12,4.13,3.98,NA
2024-12-23,24.07,32.18,11.08,13.67,4.13,4.15,3.98,NA
2024-12-22,24.07,32.2,11.08,13.64,4.14,4.16,3.98,NA
2024-12-21,24.07,32.21,11.09,13.61,4.15,4.18,3.98,NA
2024-12-20,24.07,32.22,11.09,13.58,4.16,4.2,3.98,NA
2024-12-19,24.07,32.23,11.09,13.55,4.17,4.21,3.98,NA
2024-12-18,24.06,32.24,11.09,13.53,4.18,4.23,3.98,NA
2024-12-17,24.06,32.25,11.1,13.5,4.2,4.25,3.98,NA
2024-12-16,24.05,32.26,11.1,13.47,4.21,4.26,3.98,NA
2024-12-15,24.05,32.27,11.1,13.45,4.22,4.28,3.99,NA
2024-12-14,24.04,32.27,11.1,13.42,4.23,4.3,3.99,NA
2024-12-13,24.03,32.28,11.1,13.39,4.24,4.32,3.99,NA
2024-12-12,24.02,32.28,11.1,13.37,4.25,4.34,4,NA
2024-08-25,21.16,31.08,10.08,11.93,4.99,6.77,5,NA
2024-08-24,21.15,31.07,10.07,11.93,4.99,6.78,5,NA
2024-08-23,21.14,31.07,10.07,11.93,4.99,6.79,5,NA
2024-08-22,21.13,31.07,10.07,11.93,5,6.8,5,NA
2024-08-21,21.12,31.06,10.06,11.93,5,6.81,5,NA
2024-08-20,21.11,31.06,10.06,11.93,5,6.83,5,NA
2024-08-19,21.1,31.05,10.05,11.93,5,6.84,5,NA
2024-08-18,21.09,31.05,10.05,11.93,5,6.85,5.01,NA
2024-08-17,21.09,31.05,10.05,11.94,5.01,6.86,5.01,NA
2024-08-16,21.08,31.04,10.04,11.94,5.01,6.87,5.01,NA
2024-08-15,21.07,31.04,10.04,11.94,5.01,6.89,5.01,NA
2024-08-14,21.06,31.03,10.03,11.94,5.01,6.9,5.01,NA
2024-08-13,21.05,31.03,10.03,11.94,5.01,6.91,5.01,NA
2024-08-12,21.04,31.03,10.03,11.94,5.01,6.92,5.01,NA
2024-08-11,21.04,31.02,10.02,11.95,5.01,6.93,5.01,NA
2024-08-10,21.03,31.02,10.02,11.95,5.01,6.94,5.01,NA
2024-08-09,21.02,31.02,10.02,11.95,5.01,6.95,5.01,NA
2024-08-08,21.02,31.01,10.01,11.96,5.01,6.96,5.01,NA
2024-08-07,21.01,31.01,10.01,11.96,5.01,6.97,5.01,NA
2024-08-06,21,31.01,10.01,11.97,5.01,6.98,5.01,NA
2024-08-05,21,31,10,11.97,5.01,6.99,5.01,NA
2024-08-04,20.99,31,10,11.98,5.01,7,5.01,NA
2024-08-03,20.99,31,10,11.98,5.01,7.01,5.01,NA
2024-08-02,20.98,30.99,9.99,11.99,5.01,7.02,5.01,NA
2024-08-01,20.98,30.99,9.99,11.99,5.01,7.03,5,NA
2024-07-31,20.97,30.99,9.99,12,5.01,7.03,5,NA
2024-07-30,20.97,30.99,9.99,12.01,5.01,7.04,5,NA
2024-07-29,20.96,30.98,9.98,12.01,5,7.05,5,NA
2024-07-28,20.96,30.98,9.98,12.02,5,7.06,5,NA
2024-07-27,20.96,30.98,9.98,12.03,5,7.07,5,NA
2024-07-26,20.95,30.97,9.97,12.03,5,7.08,5,NA
2024-07-25,20.95,30.97,9.97,12.04,5,7.08,5,NA
2024-07-24,20.94,30.97,9.97,12.05,4.99,7.09,4.99,NA
2024-07-23,20.94,30.97,9.97,12.06,4.99,7.1,4.99,NA
2024-07-22,20.94,30.96,9.96,12.07,4.99,7.11,4.99,NA
2024-07-21,20.94,30.96,9.96,12.08,4.99,7.11,4.99,NA
2024-07-20,20.94,30.96,9.96,12.09,4.99,7.12,4.98,NA
2024-07-19,20.93,30.96,9.96,12.1,4.98,7.13,4.98,NA
2024-07-18,20.93,30.96,9.96,12.11,4.98,7.13,4.98,NA
2024-07-17,20.93,30.95,9.95,12.12,4.98,7.14,4.98,NA
2024-07-16,20.93,30.95,9.95,12.13,4.97,7.15,4.97,NA
2024-07-15,20.93,30.95,9.95,12.14,4.97,7.16,4.97,NA
2024-07-14,20.92,30.95,9.95,12.15,4.96,7.16,4.97,NA
2024-07-13,20.92,30.94,9.94,12.16,4.96,7.17,4.96,NA
2024-07-12,20.92,30.94,9.94,12.17,4.95,7.18,4.96,NA
2024-07-11,20.92,30.94,9.94,12.18,4.95,7.18,4.96,NA
2024-04-07,21.9,31,9.81,14.55,3.99,7.19,3.72,NA
2024-04-06,21.91,31,9.82,14.57,3.99,7.19,3.72,NA
2024-04-05,21.92,31,9.82,14.59,3.99,7.18,3.73,NA
2024-04-04,21.93,31,9.83,14.62,3.98,7.17,3.73,NA
2024-04-03,21.93,31,9.84,14.64,3.98,7.17,3.74,NA
2024-04-02,21.94,31,9.84,14.66,3.98,7.16,3.75,NA
2024-04-01,21.94,31,9.85,14.68,3.98,7.15,3.75,NA
2024-03-31,21.95,31,9.86,14.7,3.98,7.14,3.76,NA
2024-03-30,21.95,31,9.86,14.72,3.98,7.14,3.77,NA
2024-03-29,21.96,31,9.87,14.74,3.98,7.13,3.78,NA
2024-03-28,21.96,31,9.88,14.76,3.98,7.12,3.8,NA
2024-03-27,21.97,31,9.89,14.78,3.98,7.11,3.81,NA
2024-03-26,21.97,31,9.9,14.81,3.98,7.1,3.83,NA
2024-03-25,21.97,31,9.91,14.83,3.98,7.09,3.84,NA
2024-03-24,21.98,31,9.92,14.85,3.98,7.08,3.86,NA
2024-03-23,21.98,31,9.93,14.87,3.98,7.07,3.87,NA
2024-03-22,21.98,31,9.94,14.89,3.98,7.06,3.89,NA
2024-03-21,21.99,31,9.95,14.91,3.98,7.05,3.91,NA
2024-03-20,21.99,31,9.96,14.93,3.98,7.04,3.93,NA
2024-03-19,21.99,31,9.97,14.95,3.99,7.03,3.95,NA
2024-03-18,22,31,9.98,14.97,3.99,7.02,3.96,NA
2024-03-17,22,31,9.99,14.99,3.99,7.01,3.98,NA
2024-03-16,22,31,10,15.01,3.99,7,4,NA
2024-03-15,22.01,31,10.01,15.03,3.99,6.99,4.01,NA
2024-03-14,22.01,31,10.02,15.05,4,6.98,4.03,NA
2024-03-13,22.01,31,10.03,15.07,4,6.97,4.05,NA
2024-03-12,22.01,31,10.04,15.09,4,6.96,4.07,NA
2024-03-11,22.02,31,10.06,15.11,4,6.94,4.09,NA
2024-03-10,22.02,31,10.07,15.13,4.01,6.93,4.12,NA
2024-03-09,22.02,31,10.08,15.15,4.01,6.92,4.14,NA
2024-03-08,22.03,31,10.09,15.17,4.02,6.91,4.16,NA
